contact_id,name,email,phone,account,region,deal_value,stage,last_activity,owner
CON-03515,Anthony Navarro,jamessmith@example.net,5931149349805,"Weber, Mendez and Lowe",South,413702.29,Prospect,2024-12-15,Samantha Ryan
CON-03516,Melissa Valdez,holly27@example.org,0932489814324,Jones and Sons,West,123273.56,Prospect,2024-08-14,
CON-03517,Taylor Murphy,frankmartinez@example.com,2591055405936,Terry-Bauer,North,368882.87,Closed Won,2026-01-09,Lindsay Stevenson
CON-03518,Kristopher Brown,andersonlawrence@example.org,2285083209212,"Walker, Kelly and Gibson",APAC,200680.37,Closed Won,2026-04-15,Julie Stanley
CON-03519,Christine Nunez,gregoryflores@example.org,7371989064013,Woodward-Taylor,East,264196.89,Qualified,2026-02-18,
CON-03520,Michael Bray,scottwalters@example.com,9007355634800,Lee and Sons,South,253880.21,Prospect,2025-10-20,Amy Simmons
CON-03521,Brenda Lawson,,5545606003100,"Glover, Reeves and Dudley",North,196631.09,Closed Won,2025-06-05,Sean Atkins
CON-03522,Shari Berger DVM,arthurvaughn@example.org,1516372922240,Huerta-Brown,South,391724.87,Closed Won,2024-10-14,Patricia Clark
CON-03523,Cheryl Douglas,woodardrobert@example.com,3545865764049,Neal-Walker,North,324889.66,Qualified,2025-03-03,April Griffin
CON-03524,Felicia Johnson,blake52@example.org,3685956385793,"Moss, Ward and Booth",West,133606.35,Qualified,2024-05-10,Lisa Neal
CON-03525,Richard Knight,shepardtonya@example.net,4424207100286,Parker Ltd,APAC,340034.4,Qualified,2025-05-06,William Castro
CON-03526,Michael Torres,vgarcia@example.org,0496504576965,Garcia-Johnson,East,410493.74,Proposal,2025-02-14,Gregory Parrish
CON-03527,Nicholas Jensen,jcarson@example.org,8227786213150,"Barker, Wu and Pitts",West,144890.39,Prospect,2024-10-06,Elizabeth Miller
CON-03528,Mrs. Jennifer Cisneros,michaelkirby@example.net,5501807765701,"Hahn, Myers and Payne",APAC,133009.89,Qualified,2024-07-23,Wayne Atkins
CON-03529,Debra Williams,ashleystrickland@example.com,8580331507875,"Hartman, Peters and Leach",South,397520.69,Qualified,2025-02-13,Jennifer Lee
CON-03530,Larry Wood,jonesrachel@example.org,8996486673714,Snyder-Miller,North,125424.12,Prospect,2025-07-15,James Miller
CON-03531,Michael Short,bradleyhill@example.org,6075794990516,"Washington, Bush and Alvarado",North,497119.19,Qualified,2024-09-23,Johnathan Ferguson
CON-03532,Scott Webster,cthompson@example.net,6964404339801,Ramirez-Garcia,North,302440.85,Proposal,2025-06-11,Ryan Holland
CON-03533,Micheal Knox,spencerfrancisco@example.org,9482899633303,"Burgess, Fritz and Ramirez",APAC,253363.21,Closed Lost,2025-04-29,David Bennett
CON-03534,Mary Anderson,bevans@example.net,4338884268803,Contreras-Li,North,166102.54,Prospect,2024-08-10,Mr. Marcus Miller
CON-03535,Shane Quinn,brian16@example.net,2776591891229,Torres Inc,East,425426.45,Proposal,2025-10-12,Timothy Vaughn
CON-03536,Richard Jones,ryoung@example.com,8109324195259,Reynolds Group,North,172838.62,Proposal,2025-02-24,Shannon Pittman
CON-03537,Jeffrey Frazier,dsmith@example.org,,"Marshall, Gomez and Watkins",West,166608.29,Closed Won,2025-09-28,Tyler Lee
CON-03538,Anna Ward,hollyortiz@example.net,5469922799914,"Hunt, Brown and Williams",South,197166.7,Proposal,2025-02-23,James Hill
CON-03539,Kevin Gallegos,charlesrobbins@example.org,6598741908708,Smith PLC,West,50285.6,Prospect,2024-05-25,Jasmine Perez
CON-03540,Melissa Cisneros,brittanywilliams@example.net,,Glenn-Marshall,North,292453.35,Closed Won,2025-10-08,Shannon Mejia
CON-03541,Justin Barr,heatherharris@example.org,9554679450886,Reed and Sons,East,124596.64,Closed Lost,2026-04-18,Lucas Martin
CON-03542,David Colon,zbowers@example.org,9158276970252,Guzman LLC,East,57112.83,Qualified,2025-10-18,Timothy Holt
CON-03543,Troy Andersen,jeffersonkevin@example.com,,Garcia-Marsh,West,17806.05,Prospect,2024-11-23,Jessica Henderson
CON-03544,James Price,harrisdylan@example.org,7903859924438,Herrera Inc,APAC,436536.85,Qualified,2025-12-29,David Vazquez
CON-03545,Paul Stuart,trevor55@example.org,2408886342955,Perez Ltd,West,300130.78,Qualified,2025-07-30,Timothy Alvarez
CON-03546,Angelica Wright,rachel77@example.net,6284672431556,"Rodriguez, Mckenzie and Willis",East,107563.26,Qualified,2025-07-27,Tyler Obrien
CON-03547,James Kelley,wwalker@example.net,7556374916772,Roberson-Wiley,West,354906.06,Proposal,2024-05-29,Brittany Lopez
CON-03548,William Ware,qjones@example.org,6898136314115,Mcpherson LLC,North,423485.31,Proposal,2025-12-30,Laura Horn
CON-03549,Frank Thomas,heather28@example.org,3689546839981,Bell-Baker,North,31569.23,Closed Won,2026-03-12,Mark Barajas
CON-03550,Elizabeth Matthews,natasha07@example.org,6422281845142,Joyce Ltd,North,154014.17,Proposal,2025-04-23,Steven Castaneda
CON-03551,Ryan Roman,hendersonamy@example.net,6578929936761,Carroll PLC,North,308039.27,Closed Won,2025-04-05,Lori Johnson
CON-03552,Michael Lewis,vlawson@example.org,9299429938888,Williams Group,APAC,108416.35,Closed Won,2026-02-02,Brian Coleman
CON-03553,Jessica Howard,williamsjulian@example.net,1718611789159,Jackson-Johnston,East,203831.89,Proposal,2025-08-15,Michael Fields
CON-03554,Tiffany Fleming,scott54@example.com,6696389378172,"Friedman, Huffman and Maldonado",APAC,233289.41,Closed Lost,2024-08-27,Mark Sanders
CON-03555,Jessica Howard,clineaaron@example.net,3659045028657,Robinson LLC,North,186362.07,Closed Won,2025-11-19,Eric Jimenez
CON-03556,Jonathan Matthews,acoleman@example.com,8348810474544,"Jones, Grant and Rich",South,133485.05,Qualified,2025-09-03,Mario Wolf
CON-03557,Dr. Kristin Herrera,lori54@example.net,8424981881539,Craig-Evans,South,382139.84,Prospect,2024-09-14,Melissa Garcia
CON-03558,Gabriel Randall,lancemartinez@example.org,6452732136785,George-Duffy,APAC,66079.07,Closed Lost,2026-01-12,Randy Stephens
CON-03559,Tina Jones,kristenlopez@example.org,7471656288766,"Martin, Acosta and Knight",South,45863.39,Qualified,2025-08-11,Bethany Silva
CON-03560,Corey Nichols,edwardsmary@example.net,4166301593393,"Price, Stewart and Mills",West,357548.84,Prospect,2025-11-08,John Williams
CON-03561,Pamela Dawson,lgilbert@example.net,0306809575395,Lewis Inc,North,397971.96,Prospect,2024-08-06,
CON-03562,Mrs. Lacey Hall,wedwards@example.com,5683717661065,Crane Group,West,483668.02,Qualified,2025-01-01,Jasmine Gomez
CON-03563,Ashley Farmer,monica65@example.net,8264527142011,Ball and Sons,APAC,358689.42,Prospect,2026-02-05,
CON-03564,Maria Young,tricia87@example.net,1948293540109,"Morrison, Moreno and Ramirez",APAC,339811.45,Qualified,2026-03-08,Hannah Mckenzie
CON-03565,Cynthia Martin,falvarez@example.org,8131773954681,Watson-Becker,East,464630.5,Proposal,2025-02-19,Jessica Thomas
CON-03566,Kevin Lopez,melissa71@example.org,3529351675453,Brown Inc,West,345611.59,Qualified,2024-10-08,Christopher Miller
CON-03567,Kevin Tran,anneluna@example.net,2182321179697,Hunter-Hardin,North,488817.05,Closed Lost,2026-03-29,Paul Owen
CON-03568,Benjamin Nunez,wendyjenkins@example.org,4544562471155,Beck-Taylor,South,419347.16,Closed Lost,2024-08-15,Malik Golden
CON-03569,Paige Rodriguez,youngjohn@example.net,7947996746924,Curtis and Sons,South,193706.19,Closed Won,2024-11-20,Sarah Joyce
CON-03570,Craig Oconnor,lisa97@example.com,1738951421856,Love-Lynn,West,454179.9,Proposal,2025-10-28,Alan Miller
CON-03571,Frank White,raymondpineda@example.com,0469529729329,"Romero, Stephens and Gray",North,490595.69,Closed Lost,2024-12-11,Sara Munoz
CON-03572,Crystal Fisher,daniel35@example.org,9669042217371,Mills and Sons,East,476641.75,Prospect,2024-12-15,Jeffrey Turner
CON-03573,Kayla Osborne,chandlerstephen@example.net,3735360030152,Clark Inc,East,-391545.06,Proposal,2026-04-06,Mason Ortiz
CON-03574,Lisa Ellison,albert77@example.org,9811696491866,"Rush, Smith and Fox",East,126686.37,Proposal,2025-06-28,Taylor Turner
CON-03575,Betty Bryan,danadavis@example.org,9715651168876,Schmidt-Luna,East,493697.01,Qualified,2024-06-26,Margaret Durham
CON-03576,Bob Cole,watsontracie@example.org,9300384919646,Allen-Roberts,East,385326.35,Proposal,2025-10-08,Brett Hayes
CON-03577,Lynn Vargas,ericataylor@example.net,,Solis-Hall,North,365424.42,Qualified,2024-07-06,Tony Alexander
CON-03578,Gregory Wilson,candacebaker@example.org,9776652938355,"Thompson, Weeks and Smith",APAC,373761.62,Proposal,2024-12-17,Christopher Guerra
CON-03579,Jason Oneill,gary01@example.com,9963109692166,Gonzalez-Martinez,APAC,46085.02,Qualified,2024-09-03,Kimberly Underwood
CON-03580,Dr. Wesley Murphy,jessewilson@example.org,0562803549433,Nunez-Short,West,308596.23,Prospect,2025-04-25,Roger Jones
CON-03581,Courtney Berg,mirandaangela@example.org,3319238738442,Mckenzie and Sons,West,103614.23,Closed Lost,2025-02-26,Kristy Rivera
CON-03582,David Neal,rachael43@example.com,9507434171596,Johnson Inc,South,13204.41,Prospect,2025-03-12,Alexandria Escobar
CON-03583,Calvin Pollard,benitezariana@example.com,3283536057055,Smith Group,East,464603.09,Closed Lost,2025-01-26,Gregory Weber
CON-03584,Bradley Collins,wileylaura@example.org,1701632857543,Silva PLC,West,32773.51,Prospect,2024-05-14,Larry Drake
CON-03585,Lance Kelly,bakertina@example.org,3136499023832,Ramos Ltd,South,340156.73,Closed Won,2026-02-25,Courtney Santiago
CON-03586,Andrew Zimmerman,robert20@example.com,3800140832708,Castillo and Sons,West,171771.92,Proposal,2025-08-14,Mr. Brett Navarro
CON-03587,Rodney Watson,timothy54@example.org,9320551454642,Ryan Group,West,23600.49,Closed Won,2025-08-09,David Jones
CON-03588,Jonathan Powell,tdavidson@example.com,9485937697411,"Jackson, Kirk and Schwartz",North,184356.79,Closed Lost,2024-11-07,David Jackson
CON-03589,Scott Ortiz,ijackson@example.net,3751619896374,"Watkins, Miller and Parker",South,144139.5,Proposal,2025-06-23,Ashley Gutierrez
CON-03590,Justin Taylor,debradean@example.com,8766334913357,Wong-Holland,APAC,103988.45,Proposal,2026-03-31,Kaitlin Mitchell
CON-03591,James Parker,westdenise@example.com,7078599923480,Mccoy-Rivera,West,316201.8,Closed Won,2024-10-28,Renee Taylor
CON-03592,Katherine Hudson,richardlandry@example.org,8822956214907,"Jones, Powers and Tanner",North,309141.24,Proposal,2025-06-05,Rachel Fields
CON-03593,Nathan Ray,jennifer54@example.org,0671851981684,Wood Group,South,237848.78,Prospect,2025-03-22,David Holland
CON-03594,Nicholas Newton,vegafelicia@example.org,0030433771626,Holt-Bryant,South,416719.98,Proposal,2024-07-19,Deborah Martin
CON-03595,Deanna Atkins,fowlerashley@example.net,4162311130102,"King, Harmon and Erickson",East,93915.2,Closed Lost,2024-06-07,Russell Morris
CON-03596,Frank Alexander,ryanwallace@example.com,2213104802490,Wallace Group,North,346653.93,Closed Lost,2025-01-24,Richard Bailey
CON-03597,Todd Valentine,,2962692476920,Beck Group,APAC,75940.18,Proposal,2025-01-24,Courtney George
CON-03598,Andrea Carter,patricklee@example.org,,"Lutz, Cherry and Allen",South,389754.59,Proposal,2025-05-15,Elizabeth Anderson
CON-03599,Daryl Green,garrettnicole@example.net,0243583321165,Hays Ltd,South,364155.62,Prospect,2024-08-11,Lindsey Hernandez
CON-03600,Julia Park,cdavid@example.org,3205107327510,Jones-Sloan,West,427880.94,Proposal,2024-12-15,Jose Mason
CON-03601,Kenneth Ayala,,5633785418651,Stokes-Rowland,North,271775.0,Proposal,2025-07-01,Heather Richard
CON-03602,Dr. Holly Allen,shannon01@example.net,6979471654073,Riley Group,West,303394.42,Qualified,2026-01-23,Stephen Walters
CON-03603,Nancy Wells,julieterrell@example.org,9593915301717,Ortega and Sons,South,423620.05,Qualified,2024-12-27,Peter Wright
CON-03604,Brandon Thompson,cooperzachary@example.com,2181685585480,Beasley PLC,APAC,59349.45,Closed Lost,2025-07-04,Nichole Morgan
CON-03605,Albert Oconnell,marcus71@example.net,1519992019255,Strong-Jones,North,460665.65,Prospect,2025-01-26,Mark Moore
CON-03606,Jessica Edwards,samanthalane@example.net,5968032529382,Dean-Cabrera,South,375029.71,Closed Lost,2026-01-19,Brenda Jones
CON-03607,Jeff Chambers,bryantfrank@example.com,4216755453670,"Norman, Reese and Hale",West,189081.8,Closed Won,2025-08-31,Regina Lambert
CON-03608,Kimberly Parker,kingtina@example.com,3902845061959,Holmes PLC,APAC,55397.3,Closed Won,2025-09-27,Rachael Rodriguez MD
CON-03609,Danny Patterson,ferrellkayla@example.net,5917566787382,Martin-Hernandez,APAC,336291.47,Prospect,2025-04-29,James Ellis
CON-03610,Debbie Davis,jonesemily@example.net,5878110237642,"Day, Thompson and Hull",West,213765.24,Qualified,2025-06-03,
CON-03611,Valerie Jackson,vhernandez@example.com,3181034171477,"Villanueva, Daniels and Mitchell",South,479691.47,Closed Won,2026-02-18,Christopher Hernandez
CON-03612,Philip Johnson,benjamin04@example.org,6648887567492,Mitchell Ltd,APAC,112746.58,Qualified,2025-08-02,Kristina Murillo
CON-03613,Michael Lopez,joshuahenderson@example.com,8237882279181,Burton-Johnson,North,137805.49,Qualified,2025-01-05,Scott Gonzalez
CON-03614,Heather Williams,justinromero@example.net,2335109483750,Le-Carter,West,479515.21,Prospect,2025-11-30,George Smith
CON-03615,Thomas Page,iguerrero@example.net,7769500920227,Wallace Inc,East,250503.65,Qualified,2025-03-11,Dr. Robert Rice
CON-03616,Elizabeth Richards,oliverrobert@example.com,9845697430718,Hendrix-Holland,East,225547.94,Qualified,2024-11-14,Bradley Patton
CON-03617,Thomas Hudson,kbarker@example.org,1026421187733,Baker Ltd,South,400185.31,Closed Lost,2026-04-18,Latoya Weaver
CON-03618,Misty Taylor,april70@example.org,3133113233776,"Mcconnell, Smith and Frank",East,381699.51,Closed Won,2026-03-27,Travis Roberts
CON-03619,Richard Johnson,skane@example.org,7608974493009,"Wood, Silva and Brown",North,71629.71,Qualified,2026-04-27,Marcus Flores
CON-03620,Amber Patel,gjohnson@example.org,7966717330161,Wade and Sons,North,65021.55,Proposal,2025-08-06,Sandra Moore
CON-03621,Amanda Lee,uwolfe@example.org,9935716484985,Norris-Douglas,North,109289.97,Prospect,2026-03-10,Holly Pollard
CON-03622,Ashley Zamora,hherrera@example.net,6691421799261,"Miller, Johnson and Patton",APAC,436487.19,Proposal,2024-07-30,Ryan Wood
CON-03623,Justin Bentley,gailaustin@example.org,8662593649960,"Schneider, Howard and Johnson",South,182139.47,Prospect,2024-06-24,Alex Nichols
CON-03624,Randy Robinson,jimenezdanielle@example.com,0020191737669,Foster-Rose,North,262402.57,Prospect,2024-11-17,Erin Wang
CON-03625,Christopher Jennings,garmstrong@example.org,2529098735795,Wilcox LLC,East,94084.15,Closed Lost,2025-11-12,William Curry
CON-03626,Nicholas Kelly,samanthanelson@example.com,8899909337202,Burch Group,South,485310.4,Closed Won,2024-08-05,Edward Cabrera
CON-03627,Miranda Ayala,nicolebaker@example.net,8405284474399,Smith-Miller,West,268059.23,Closed Lost,2026-03-02,Kristen Gentry
CON-03628,Janice Ford,jonessara@example.net,2354230150609,Rhodes Inc,East,169653.11,Proposal,2025-08-17,Bobby King
CON-03629,Nicholas Sharp,elizabeth78@example.com,5736749612967,Barr-Patel,West,59691.77,Proposal,2025-12-03,Melinda Murphy
CON-03630,Stephanie Shaw,mannstephanie@example.net,0161758722691,Green-Castro,East,433516.4,Proposal,2025-01-31,Sara Guerrero
CON-03631,Holly Morales,emily89@example.com,2990055573668,Hudson Group,APAC,178013.25,Prospect,2025-03-02,David Moody
CON-03632,John Medina,jeremyshields@example.com,5404175151945,Russell-Pugh,North,156305.03,Qualified,2026-02-14,Justin Jackson
CON-03633,Jennifer Carrillo,cooperemily@example.net,9980095181760,Calderon LLC,West,137045.42,Qualified,2026-01-23,Tammy Cruz
CON-03634,Nicole Bell,becky10@example.org,7986381536251,"Benitez, Webb and Dominguez",West,100387.84,Prospect,2025-04-20,Vanessa Harris
CON-03635,Daniel Cruz,andersonjared@example.org,7109850585809,Nelson LLC,East,434203.22,Proposal,2024-10-12,Russell Hill
CON-03636,Craig Bond,sarathomas@example.net,5373522585528,Hubbard Ltd,South,494958.95,Closed Lost,2024-08-19,Jessica Reynolds DDS
CON-03637,James Cohen,caleb32@example.org,7021155347867,"Sheppard, Davis and Johnson",West,422343.46,Proposal,2025-07-03,Levi Mcintosh
CON-03638,Michael Ewing,nmeyer@example.net,0364596145517,"Hall, Mcdonald and Cross",West,446741.54,Proposal,2024-09-27,Gregory Dean
CON-03639,Kelsey Price,annewashington@example.net,4841150216600,Wright-Allen,West,222361.32,Closed Won,2026-04-27,Molly Bray
CON-03640,Lauren Simpson,,6513768914568,Burns LLC,South,319263.56,Proposal,2024-12-06,Henry Roth
CON-03641,Olivia Powell,walkertoni@example.com,8566620643520,Taylor and Sons,North,105311.04,Proposal,2025-03-27,Chad Zimmerman
CON-03642,Jacqueline Gonzalez,fcarter@example.com,4980696541380,Martinez-Snyder,West,116066.08,Prospect,2025-03-08,Sue Anderson
CON-03643,Cody Scott,changpeter@example.net,5809713408509,"Boone, Hughes and Anderson",East,197631.64,Qualified,2024-10-17,Charles Simpson
CON-03644,Michael Sanchez,crystalwilliams@example.net,5147382552703,Melton Inc,South,151636.06,Prospect,2026-01-25,Sarah Espinoza
CON-03645,Alan Burns,anthonybishop@example.net,9336777511297,"Hughes, Hernandez and Davis",APAC,100234.22,Proposal,2024-11-03,Tiffany Vega
CON-03646,Rhonda Goodwin,charleswilliams@example.com,4312654304305,Keith and Sons,North,52653.12,Prospect,2025-04-19,Laura Cole
CON-03647,Alexis Ray,lisa60@example.org,5793738396645,Hoffman Ltd,North,407870.37,Prospect,2025-08-03,Shawn Alvarado
CON-03648,Walter Allen,mccarthycaleb@example.org,2114396118906,"Hernandez, Soto and Long",APAC,91790.21,Qualified,2025-02-20,Nicole Becker
CON-03649,Kevin Turner,sydney99@example.com,5799728132159,"Andrews, Santos and Roberts",South,498358.16,Prospect,2026-04-20,Charles Hayes
CON-03650,Michael Gillespie,shawnabryant@example.org,8763984446069,Gonzalez-Long,East,454591.95,Closed Won,2026-04-27,Benjamin Gardner
CON-03651,Alexander Kennedy,john07@example.net,0760038512620,"Kelley, Mcmillan and Johnson",South,110567.82,Closed Lost,2025-09-05,Brad Ortega
CON-03652,Jessica Gonzalez,thale@example.com,5185942991125,Gray-Pham,East,455380.93,Qualified,2026-02-06,Andrew Bowman
CON-03653,Matthew Phillips,perry57@example.net,1215634014551,Willis-Nelson,South,123422.21,Proposal,2024-08-21,Nancy Shaw
CON-03654,John Pollard,laura83@example.org,2017671342089,Lewis Ltd,West,8654.92,Prospect,2026-04-30,Katie Coleman
CON-03655,Ricky Franklin,halldonald@example.org,6353930776034,"Archer, Burke and Clements",West,273735.92,Closed Lost,2025-07-21,Anthony Hill
CON-03656,Maria Hartman,smithernest@example.org,5215974095397,Foster-Moran,West,113279.53,Proposal,2025-02-07,John Welch
CON-03657,Jack Mendez,ymartinez@example.com,8342837874151,"Schmidt, Griffith and Martinez",South,274649.96,Closed Lost,2024-09-23,Courtney Gomez
CON-03658,Cynthia Gonzalez,caldwelljudith@example.com,3062820934178,"Nichols, Savage and Rodriguez",North,350384.65,Closed Won,2024-09-20,Matthew Wagner
CON-03659,Ashley Jackson,williamslauren@example.org,0168022477869,Torres-Hall,South,131216.09,Proposal,2025-05-04,Jennifer Grimes
CON-03660,Sheila Smith,xfuller@example.net,3988916252707,Chavez Inc,APAC,156241.27,Closed Won,2025-09-21,Frank Mendez
CON-03661,Matthew Gonzalez,arellanostephanie@example.net,3470122569535,Parker-Walker,South,-349134.18,Prospect,2024-12-17,Andrew Campbell
CON-03662,Samantha Walton,riley56@example.org,3614863671476,Clark LLC,West,258945.27,Qualified,2025-10-24,Johnathan Silva
CON-03663,Christine Weber,perkinsashley@example.com,0502603234802,Mccarthy Inc,South,137187.56,Qualified,2024-10-24,Rebecca Rivera
CON-03664,Brandy Rodriguez,fgonzalez@example.net,7012899515365,Padilla and Sons,APAC,318616.85,Prospect,2026-04-19,Jennifer Smith
CON-03665,Kathy Booth,hernandezbrittany@example.com,6482205060080,Campbell-Powers,East,105726.46,Qualified,2025-08-26,Christopher Williams
CON-03666,Lauren Wilson,joy48@example.org,6994968603052,"Davis, Pittman and Holmes",East,474375.95,Closed Lost,2024-05-01,Tammy Anderson
CON-03667,Thomas Anderson,collierwillie@example.org,0019814365937,"White, Simon and Johnson",West,488646.71,Proposal,2025-09-12,Tina Evans
CON-03668,Jonathan Hill,qsanchez@example.net,7710560990793,Roberts-Thompson,North,462523.26,Prospect,2025-02-06,Kelly Levine
CON-03669,Michael Martin,jordanscott@example.com,8167787117483,Gonzales LLC,APAC,-146693.35,Prospect,2025-09-12,Ian Pineda
CON-03670,Paul Middleton,cbrowning@example.org,7730327947313,Hicks-Elliott,APAC,86576.99,Closed Won,2024-05-30,Debra Conner
CON-03671,Eric Wright,afox@example.net,1145070126447,Smith PLC,North,266282.99,Prospect,2025-01-12,Patrick Gordon
CON-03672,Leslie Mccormick,sarah40@example.org,0863764728367,"Brown, Reynolds and Morrow",West,310898.07,Prospect,2025-02-10,Rick Harrison
CON-03673,Erin Ellis,smcdowell@example.net,,Cruz Inc,East,456369.67,Prospect,2025-11-23,Lisa Caldwell
CON-03674,Michael Lin,ashley72@example.com,8418842695664,"Rogers, Juarez and Brown",East,254617.66,Qualified,2024-10-27,Beverly Richardson
CON-03675,Ashley Simmons,annadaniels@example.org,9710689481051,Lee-Scott,East,171548.47,Closed Won,2025-11-17,Lisa Knight
CON-03676,James Gonzalez,bowenphillip@example.net,1856407947716,Howe Inc,West,215887.51,Proposal,2024-06-05,David Benson
CON-03677,James Jordan,carl76@example.org,1870562587466,Fernandez Group,East,202346.02,Prospect,2024-11-16,William Lopez
CON-03678,Janice Martinez,colinsmith@example.net,0520577614273,Harrington PLC,East,155716.42,Prospect,2026-02-09,
CON-03679,Carol Watson,jonathangreen@example.org,9637868253236,Harper and Sons,West,286151.47,Closed Won,2025-07-18,Sherry Sherman
CON-03680,Victor Wright,georgekaren@example.net,7101477548440,Joseph Group,South,477826.58,Closed Lost,2025-01-25,Antonio Ramos
CON-03681,Gerald Hamilton,kharrell@example.org,5333005501255,Krueger Ltd,South,422051.34,Closed Won,2024-11-03,Mrs. Anna Moran
CON-03682,Joel Bennett,susanjones@example.com,,Wilson-Smith,APAC,440113.42,Closed Lost,2024-04-30,Nicole Howard
CON-03683,Christopher Boone,,4878680500317,"Cameron, Wallace and Garrett",South,117165.13,Prospect,2025-09-26,Joshua Williams
CON-03684,Angela Patton,dawnsmith@example.com,5477166727222,"Alvarado, Green and Cole",South,57060.8,Qualified,2025-10-14,Linda Banks
CON-03685,Lisa Brown,joseph34@example.com,1701361158433,"Cannon, Brown and Davis",APAC,74991.99,Prospect,2026-02-07,Jennifer Gardner
CON-03686,John Hernandez,russellmary@example.org,,"Cobb, Coleman and Kemp",East,155039.19,Proposal,2024-09-26,Daniel Potts
CON-03687,Eric Hardy,melissa69@example.net,4481203211622,"Leonard, Hall and Spence",South,105471.25,Proposal,2025-04-04,Richard Schwartz
CON-03688,Kelli Rivers,johnsonlisa@example.com,7396583938847,"Robinson, Thompson and Brown",West,465821.89,Closed Lost,2025-05-09,Mr. Michael Lopez Jr.
CON-03689,Thomas Clark,gregory56@example.net,4155858099310,Pruitt-Torres,North,288208.03,Qualified,2024-05-24,Sandra Esparza
CON-03690,Alex Salas,fergusonandrew@example.com,1650630299763,"Maldonado, Hernandez and Smith",APAC,226694.15,Closed Lost,2025-06-22,Matthew Smith
CON-03691,Hector Hall,kathleenbailey@example.com,6997146499987,Harris-Reese,North,469451.03,Prospect,2025-08-29,Alexis Thompson
CON-03692,Aaron Gomez,emilyyoung@example.org,9923643921882,Sullivan Group,West,379438.83,Proposal,2025-01-18,Pamela Williams
CON-03693,Maureen Wilkins,cbailey@example.net,9567941466816,Miller Ltd,South,72262.13,Proposal,2024-12-31,Richard Pierce
CON-03694,Rebecca Singh,tasha65@example.org,6755249638185,Le Ltd,APAC,194129.65,Prospect,2025-12-18,Ryan Humphrey
CON-03695,Brent Johnson,kelly41@example.net,8161898832693,Clark Inc,West,199217.41,Prospect,2025-12-18,Jason Hoffman
CON-03696,Carla Kemp,ytorres@example.net,5858240562202,"Cain, Carlson and Brewer",South,21332.55,Qualified,2024-08-16,Joshua Gonzalez
CON-03697,Dawn Walker,elizabethlamb@example.org,1358648694577,Anderson Inc,North,77977.19,Closed Won,2026-02-07,Stephanie Huff
CON-03698,Donna Rivas,sarah92@example.com,5342340249949,James Group,West,133273.78,Closed Won,2025-08-19,Shannon Burnett
CON-03699,Joseph Montoya,william62@example.com,5966066704588,Koch and Sons,West,401621.78,CLOSED WON,2025-02-13,Jessica Kelley
CON-03700,Morgan Kelly,rlopez@example.com,7054835378345,Tyler-Miller,West,45908.67,Closed Lost,2025-01-19,
CON-03701,Kimberly Mcmillan,jenningskatherine@example.com,8688297693475,Smith-Kennedy,East,435198.82,Prospect,2025-10-18,Christine Martin
CON-03702,Chris Daniels,judy66@example.net,8382214691626,Hoffman Group,West,275754.18,Prospect,2025-07-27,James Leon
CON-03703,Timothy Orozco,scott27@example.com,1101818564324,Williams LLC,APAC,104698.61,Proposal,2025-08-14,Alexander Hoffman
CON-03704,John Drake,melanie13@example.org,7074211883928,"Thomas, Shelton and Mccoy",South,24182.74,Qualified,2025-03-25,Jody Clayton
CON-03705,Michael Camacho,qramos@example.org,7334556338913,Buchanan LLC,East,163912.23,Closed Lost,2024-06-07,Sarah Allen
CON-03706,Krista Hendricks,taylor43@example.net,0058443562298,Watson-Kim,North,70102.42,Qualified,2025-10-10,Heidi Campbell
CON-03707,Robert Martin,,9125153370060,Casey and Sons,East,190997.99,Closed Lost,2026-04-29,Alyssa Lee
CON-03708,Michelle Le,davismichael@example.com,,Villanueva PLC,North,64804.49,Prospect,2025-07-23,Julie Torres
CON-03709,John Stone,keith80@example.com,4953266878717,Nguyen PLC,North,286839.67,Prospect,2025-07-09,Lacey Obrien
CON-03710,Jacqueline Casey,munozjessica@example.org,6602276778343,Reid-Price,West,374706.82,Proposal,2024-07-25,Tara Santos
CON-03711,Laura Williamson,allensteven@example.com,5143469622764,"Garcia, Smith and Ellis",APAC,228339.18,Prospect,2025-06-06,Mr. Billy Ruiz
CON-03712,Amanda Mcdonald,jenniferyoung@example.net,4689006327878,Miller-Armstrong,East,73283.08,Closed Lost,2025-07-20,Brent Santana
CON-03713,Caitlin Stevens,langelizabeth@example.com,6262521547822,Galvan-Morales,North,445470.45,CLOSED WON,2025-09-08,Katherine Powell
CON-03714,Benjamin Berry,downstoni@example.com,,Jackson and Sons,North,480879.86,Prospect,2024-12-08,Sharon Douglas
CON-03715,Ashley Francis,perry33@example.org,7748061013557,Velez-Wagner,East,181987.17,Closed Won,2024-11-06,Kathleen Henry
CON-03716,Madison Scott,,5745205665839,Wallace-Stein,South,198367.89,Closed Won,2025-01-26,Brent Munoz
CON-03717,Ashley Williams,richardbowman@example.net,8468926802114,Colon LLC,East,410547.41,closed won,2025-05-09,Olivia Hayden
CON-03718,Jimmy Keller,nicholedickerson@example.net,7971668791662,Weaver-Jones,South,447864.64,Closed Lost,2025-10-21,Richard Frederick
CON-03719,Rebecca Jones,contrerasdenise@example.org,5248029298450,Davila-Nelson,East,235135.48,Qualified,2025-01-19,Caleb Stevens
